"Población subocupada"
"Entidad Federativa : Puebla"
""
"Consulta de: Población subocupada   Por: Periodo encuesta   Según: Sexo"
"","Total","Hombre","Mujer",""
"Primer trimestre del 2011","193484|8.89421949231005|17208.8916425012|","141177|12.0263656194924|16978.4621906307|","52307|12.6571521778319|6620.57658965852|"
"Cuarto trimestre del 2010","197554|10.1231088846363|19998.6065259544|","139832|9.03637016721103|12635.7371322145|","57722|17.7468340765339|10243.8275656569|"
"Tercer trimestre del 2010","185533|12.3535258037317|22919.8670294375|","120072|11.9110913165149|14301.8855655658|","65461|17.1302061766416|11213.6042652914|"
"Segundo trimestre del 2010","189394|10.1009565650126|19130.6056767399|","137706|10.1860925956423|14026.8606697553|","51688|14.5438792418708|7517.44030253818|"
"Primer trimestre del 2010","212649|9.14176517506212|19439.8722271178|","159918|9.27430048230368|14831.2758452904|","52731|15.0210860254936|7920.76887210302|"
"Cuarto trimestre del 2009","251843|7.77831616486804|19589.1447790886|","186391|7.93438640489067|14788.9821639398|","65452|11.5113511585946|7534.40956032335|"
"Tercer trimestre del 2009","264681|11.3910397116573|30149.9178192117|","192465|10.516606774112|20240.7872277947|","72216|16.5347131524326|11940.7084501607|"
"Segundo trimestre del 2009","245141|7.13340964809444|17486.9117454352|","183131|7.80440627245901|14292.2872508169|","62010|10.7284418828899|6652.70681158005|"
"Primer trimestre del 2009","235179|6.28934557296724|14791.2200250486|","177139|6.84330723616008|12122.1660050616|","58040|12.0289473632837|6981.60104964985|"
"Cuarto trimestre del 2008","151344|8.23837204332027|12468.2817852426|","118498|9.02108151481088|10689.8011734206|","32846|11.8076999638577|3878.35713012871|"
"Tercer trimestre del 2008","170187|9.4083817522278|16011.8426526639|","123950|9.58617173711755|11882.0598681572|","46237|15.7587128665361|7286.35606810031|"
"Segundo trimestre del 2008","146889|7.78952914495871|11441.9614657384|","105191|9.49656404118749|9989.53068056553|","41698|12.7349598043285|5310.2235392089|"
"Primer trimestre del 2008","135311|8.3809992618754|11340.4139112362|","101000|9.67483704717642|9771.58541764819|","34311|11.6644871387984|4002.20218219311|"
"Cuarto trimestre del 2007","161533|8.41340617332711|13590.4273939605|","118539|9.05706137824461|10736.1499871574|","42994|13.0500059894775|5610.71957511594|"
"Tercer trimestre del 2007","172145|9.07381174757176|15620.1132328574|","122474|9.73496701291618|11922.803499399|","49671|16.2857472457572|8089.29351444005|"
"Segundo trimestre del 2007","207024|8.96574041785112|18561.2344426521|","140110|9.6306448374938|13493.4964818126|","66914|11.7578996184627|7867.68095069812|"
"Primer trimestre del 2007","200281|10.5004723617416|21030.4510508198|","140531|8.14007391023525|11439.3272667927|","59750|22.4964841871885|13441.6493018452|"
"Cuarto trimestre del 2006","214410|6.20670446674824|13307.7950471549|","152770|6.76890247738445|10340.8523147002|","61640|10.3504783720289|6380.03486851863|"
"Tercer trimestre del 2006","256477|6.78348078087698|17398.0680023699|","187932|7.01736000805231|13187.8650103329|","68545|11.6679666685484|7997.80775295652|"
"Segundo trimestre del 2006","200144|10.1154783854156|20245.5230597061|","142133|9.37870958792493|13330.2412986053|","58011|16.8132501452677|9753.53454177127|"
"Primer trimestre del 2006","194438|8.1434559194033|15833.9728205694|","149147|8.39213649152431|12516.6198130138|","45291|11.6842624939415|5291.91932613103|"
"Cuarto trimestre del 2005","151615|7.27808013194855|11034.6611920538|","112778|7.927640693403|8940.63462120603|","38837|12.0409564136954|4676.34624238688|"
"Tercer trimestre del 2005","195615|11.2510935475661|22008.8266430715|","133581|9.35305714371966|12493.9072631522|","62034|21.0925734420495|13084.567009041|"
"Segundo trimestre del 2005","206892|6.81854583580644|14107.0258506167|","156737|7.39008119866985|11582.9915683592|","50155|9.53301810110395|4781.28522860869|"
"Primer trimestre del 2005","238214|9.32517658910847|22213.8761599789|","179704|9.78516225901317|17584.327985937|","58510|15.7366113690721|9207.49131204409|"

"FUENTE: INEGI. Encuesta Nacional de Ocupación y Empleo."
